travelCode,userCode,name,place,days,price,total,date
65033,633,Hotel K,Salvador (BH),1,263.41,263.41,02/25/2021
119,2,Hotel K,Salvador (BH),2,263.41,526.82,03/12/2020
66913,650,Hotel Z,Aracaju (SE),1,208.04,208.04,09/24/2020
90433,894,Hotel K,Salvador (BH),4,263.41,1053.64,10/24/2019
32623,314,Hotel Z,Aracaju (SE),4,208.04,832.16,02/27/2020
72653,706,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/15/2020
51217,499,Hotel BD,Natal (RN),2,242.88,485.76,11/21/2019
97319,962,Hotel K,Salvador (BH),2,263.41,526.82,12/17/2020
23753,232,Hotel AU,Recife (PE),3,312.83,938.49,02/13/2020
64362,626,Hotel BP,Brasilia (DF),2,247.62,495.24,11/14/2019
16673,166,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/10/2021
110107,1091,Hotel AU,Recife (PE),2,312.83,625.66,07/02/2020
15229,152,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/16/2020
94610,935,Hotel AU,Recife (PE),2,312.83,625.66,09/10/2020
87889,868,Hotel A,Florianopolis (SC),1,313.02,313.02,07/29/2021
90038,888,Hotel AU,Recife (PE),3,312.83,938.49,12/02/2021
30623,291,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/26/2020
22251,218,Hotel K,Salvador (BH),4,263.41,1053.64,07/30/2020
16067,158,Hotel A,Florianopolis (SC),3,313.02,939.06,04/07/2022
28707,274,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/20/2021
64650,630,Hotel BP,Brasilia (DF),2,247.62,495.24,02/18/2021
91589,905,Hotel AU,Recife (PE),1,312.83,312.83,12/12/2019
24984,242,Hotel BD,Natal (RN),2,242.88,485.76,07/15/2021
76111,742,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/07/2019
89675,885,Hotel Z,Aracaju (SE),1,208.04,208.04,10/03/2019
52060,505,Hotel AU,Recife (PE),4,312.83,1251.32,12/05/2019
9456,94,Hotel K,Salvador (BH),4,263.41,1053.64,09/15/2022
69406,673,Hotel Z,Aracaju (SE),3,208.04,624.12,01/02/2020
34783,331,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/16/2021
125042,1234,Hotel BP,Brasilia (DF),3,247.62,742.86,06/11/2020
111793,1106,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/27/2020
28075,268,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/10/2020
96640,956,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/15/2020
104210,1033,Hotel AF,Sao Paulo (SP),3,139.1,417.3,06/03/2021
61568,601,Hotel Z,Aracaju (SE),1,208.04,208.04,09/09/2021
120362,1194,Hotel BP,Brasilia (DF),2,247.62,495.24,11/14/2019
30364,289,Hotel AU,Recife (PE),1,312.83,312.83,06/03/2021
11590,113,Hotel BP,Brasilia (DF),3,247.62,742.86,11/12/2020
131825,1298,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/23/2020
68709,665,Hotel Z,Aracaju (SE),1,208.04,208.04,08/20/2020
55347,540,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/07/2021
106281,1056,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/19/2020
16759,168,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/12/2020
48301,472,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/28/2020
1785,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/10/2022
80967,788,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/10/2020
94707,935,Hotel BP,Brasilia (DF),1,247.62,247.62,07/21/2022
106519,1058,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/05/2019
11143,110,Hotel Z,Aracaju (SE),3,208.04,624.12,08/04/2022
8578,83,Hotel A,Florianopolis (SC),1,313.02,313.02,03/25/2021
132724,1307,Hotel K,Salvador (BH),2,263.41,526.82,04/02/2020
83335,814,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/05/2020
80047,779,Hotel BP,Brasilia (DF),1,247.62,247.62,05/06/2021
103974,1031,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/03/2020
2569,22,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/18/2021
113951,1132,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/11/2021
100935,1003,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/16/2020
62448,608,Hotel BD,Natal (RN),2,242.88,485.76,01/21/2021
20014,194,Hotel A,Florianopolis (SC),3,313.02,939.06,05/19/2022
112919,1120,Hotel K,Salvador (BH),1,263.41,263.41,08/05/2021
133702,1316,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/07/2022
83201,813,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/09/2020
36044,343,Hotel AU,Recife (PE),3,312.83,938.49,03/17/2022
104606,1039,Hotel AU,Recife (PE),3,312.83,938.49,11/07/2019
107743,1069,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/24/2021
53297,515,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/25/2021
22873,223,Hotel BD,Natal (RN),2,242.88,485.76,06/24/2021
42818,417,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/23/2020
115468,1148,Hotel BP,Brasilia (DF),1,247.62,247.62,05/21/2020
38093,365,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/14/2019
103857,1029,Hotel Z,Aracaju (SE),3,208.04,624.12,03/10/2022
59500,577,Hotel BD,Natal (RN),4,242.88,971.52,04/09/2020
102313,1014,Hotel Z,Aracaju (SE),4,208.04,832.16,11/19/2020
23812,233,Hotel BP,Brasilia (DF),2,247.62,495.24,10/08/2020
62588,611,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/05/2019
15583,155,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/19/2021
87447,864,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/17/2020
1078,9,Hotel K,Salvador (BH),3,263.41,790.23,04/15/2021
86393,851,Hotel AU,Recife (PE),1,312.83,312.83,12/10/2020
17720,176,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/25/2021
51824,503,Hotel Z,Aracaju (SE),2,208.04,416.08,08/27/2020
28313,271,Hotel Z,Aracaju (SE),2,208.04,416.08,09/17/2020
17469,174,Hotel BP,Brasilia (DF),1,247.62,247.62,10/06/2022
44668,436,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/16/2020
94589,935,Hotel K,Salvador (BH),3,263.41,790.23,04/16/2020
111148,1101,Hotel Z,Aracaju (SE),4,208.04,832.16,06/30/2022
94823,936,Hotel Z,Aracaju (SE),4,208.04,832.16,09/09/2021
83762,820,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/12/2022
2267,20,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/17/2020
2422,21,Hotel BD,Natal (RN),3,242.88,728.64,03/17/2022
112011,1109,Hotel AU,Recife (PE),4,312.83,1251.32,06/11/2020
77837,756,Hotel BP,Brasilia (DF),4,247.62,990.48,11/04/2021
130706,1286,Hotel BP,Brasilia (DF),3,247.62,742.86,08/19/2021
11553,113,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/27/2020
10098,102,Hotel K,Salvador (BH),2,263.41,526.82,01/30/2020
1832,16,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/02/2020
104342,1035,Hotel BD,Natal (RN),4,242.88,971.52,02/06/2020
132951,1310,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/09/2021
28490,273,Hotel Z,Aracaju (SE),1,208.04,208.04,11/14/2019
67456,653,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/23/2020
74130,718,Hotel Z,Aracaju (SE),1,208.04,208.04,01/14/2021
55936,544,Hotel BD,Natal (RN),4,242.88,971.52,06/15/2023
80887,787,Hotel BD,Natal (RN),4,242.88,971.52,02/04/2021
129401,1273,Hotel K,Salvador (BH),4,263.41,1053.64,03/04/2021
116452,1155,Hotel BP,Brasilia (DF),4,247.62,990.48,12/24/2020
85832,846,Hotel AU,Recife (PE),1,312.83,312.83,02/17/2022
71278,690,Hotel BP,Brasilia (DF),2,247.62,495.24,04/07/2022
116882,1158,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/23/2020
72188,702,Hotel AU,Recife (PE),4,312.83,1251.32,02/06/2020
2367,21,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/25/2021
104927,1040,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/18/2022
58715,572,Hotel A,Florianopolis (SC),2,313.02,626.04,10/15/2020
9450,94,Hotel BD,Natal (RN),3,242.88,728.64,08/04/2022
130955,1288,Hotel BP,Brasilia (DF),1,247.62,247.62,10/14/2021
114853,1141,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/20/2022
71926,699,Hotel BP,Brasilia (DF),2,247.62,495.24,11/21/2019
38695,371,Hotel K,Salvador (BH),4,263.41,1053.64,06/03/2021
3091,29,Hotel BP,Brasilia (DF),4,247.62,990.48,09/26/2019
25018,242,Hotel A,Florianopolis (SC),3,313.02,939.06,03/10/2022
27508,264,Hotel K,Salvador (BH),4,263.41,1053.64,10/15/2020
120366,1194,Hotel Z,Aracaju (SE),1,208.04,208.04,12/12/2019
54462,532,Hotel AU,Recife (PE),3,312.83,938.49,05/07/2020
62909,613,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/26/2019
47515,461,Hotel Z,Aracaju (SE),3,208.04,624.12,06/04/2020
51248,499,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/25/2020
54785,534,Hotel BP,Brasilia (DF),4,247.62,990.48,10/22/2020
46057,448,Hotel A,Florianopolis (SC),1,313.02,313.02,11/24/2022
12373,120,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/05/2020
64701,631,Hotel AU,Recife (PE),4,312.83,1251.32,12/19/2019
117815,1166,Hotel Z,Aracaju (SE),2,208.04,416.08,10/29/2020
108015,1071,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/04/2021
111597,1105,Hotel BP,Brasilia (DF),2,247.62,495.24,05/07/2020
129679,1278,Hotel Z,Aracaju (SE),1,208.04,208.04,01/28/2021
10348,105,Hotel BP,Brasilia (DF),4,247.62,990.48,03/26/2020
104543,1037,Hotel BP,Brasilia (DF),1,247.62,247.62,04/22/2021
21088,207,Hotel K,Salvador (BH),4,263.41,1053.64,07/30/2020
82557,804,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/30/2020
31970,307,Hotel A,Florianopolis (SC),2,313.02,626.04,04/22/2021
49218,482,Hotel A,Florianopolis (SC),1,313.02,313.02,12/08/2022
64790,632,Hotel BP,Brasilia (DF),3,247.62,742.86,12/12/2019
4873,48,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/04/2020
30111,287,Hotel A,Florianopolis (SC),2,313.02,626.04,06/09/2022
52188,505,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/19/2022
27860,266,Hotel K,Salvador (BH),2,263.41,526.82,01/13/2022
112941,1121,Hotel Z,Aracaju (SE),4,208.04,832.16,09/26/2019
16479,163,Hotel A,Florianopolis (SC),1,313.02,313.02,03/05/2020
53285,515,Hotel Z,Aracaju (SE),2,208.04,416.08,12/31/2020
128536,1268,Hotel BP,Brasilia (DF),3,247.62,742.86,01/02/2020
14456,145,Hotel AU,Recife (PE),3,312.83,938.49,12/09/2021
5172,52,Hotel K,Salvador (BH),3,263.41,790.23,03/26/2020
88861,878,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/22/2021
52074,505,Hotel A,Florianopolis (SC),3,313.02,939.06,03/12/2020
31269,300,Hotel A,Florianopolis (SC),3,313.02,939.06,11/14/2019
77244,751,Hotel BD,Natal (RN),4,242.88,971.52,07/09/2020
128478,1266,Hotel BP,Brasilia (DF),3,247.62,742.86,06/25/2020
53865,521,Hotel K,Salvador (BH),2,263.41,526.82,09/09/2021
125208,1235,Hotel Z,Aracaju (SE),1,208.04,208.04,04/21/2022
46088,449,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019
27966,267,Hotel A,Florianopolis (SC),3,313.02,939.06,06/10/2021
28498,273,Hotel A,Florianopolis (SC),2,313.02,626.04,01/09/2020
82622,806,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/24/2019
32084,308,Hotel A,Florianopolis (SC),3,313.02,939.06,12/12/2019
106300,1056,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/30/2020
51238,499,Hotel BP,Brasilia (DF),3,247.62,742.86,04/16/2020
89399,882,Hotel K,Salvador (BH),3,263.41,790.23,08/20/2020
110813,1098,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/18/2020
61235,599,Hotel BP,Brasilia (DF),2,247.62,495.24,10/24/2019
32730,314,Hotel AU,Recife (PE),1,312.83,312.83,03/17/2022
82925,809,Hotel K,Salvador (BH),3,263.41,790.23,08/12/2021
12184,119,Hotel BP,Brasilia (DF),1,247.62,247.62,02/06/2020
27612,264,Hotel K,Salvador (BH),1,263.41,263.41,10/13/2022
120596,1196,Hotel BP,Brasilia (DF),3,247.62,742.86,02/04/2021
114755,1141,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/05/2020
37253,355,Hotel A,Florianopolis (SC),2,313.02,626.04,04/16/2020
93199,920,Hotel K,Salvador (BH),4,263.41,1053.64,10/10/2019
44561,435,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/27/2020
78203,759,Hotel AU,Recife (PE),1,312.83,312.83,05/21/2020
50486,491,Hotel BD,Natal (RN),4,242.88,971.52,02/10/2022
79726,775,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022
134329,1322,Hotel BD,Natal (RN),1,242.88,242.88,03/12/2020
22601,220,Hotel BP,Brasilia (DF),2,247.62,495.24,09/29/2022
38405,369,Hotel K,Salvador (BH),1,263.41,263.41,06/25/2020
2578,22,Hotel BP,Brasilia (DF),3,247.62,742.86,05/20/2021
93154,919,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/24/2022
31822,306,Hotel K,Salvador (BH),4,263.41,1053.64,02/13/2020
28542,273,Hotel BP,Brasilia (DF),1,247.62,247.62,11/12/2020
34700,331,Hotel K,Salvador (BH),2,263.41,526.82,05/14/2020
13411,132,Hotel BP,Brasilia (DF),3,247.62,742.86,05/07/2020
26324,252,Hotel Z,Aracaju (SE),4,208.04,832.16,03/19/2020
126380,1250,Hotel AU,Recife (PE),3,312.83,938.49,06/04/2020
101074,1003,Hotel K,Salvador (BH),2,263.41,526.82,12/15/2022
68726,665,Hotel A,Florianopolis (SC),3,313.02,939.06,12/17/2020
96524,955,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/05/2021
98372,974,Hotel AU,Recife (PE),3,312.83,938.49,08/19/2021
66011,641,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/17/2020
14013,139,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/25/2021
29112,278,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/12/2020
62735,612,Hotel BD,Natal (RN),2,242.88,485.76,10/03/2019
106541,1058,Hotel Z,Aracaju (SE),1,208.04,208.04,05/07/2020
6966,67,Hotel BP,Brasilia (DF),4,247.62,990.48,03/18/2021
58598,571,Hotel K,Salvador (BH),4,263.41,1053.64,05/19/2022
72470,705,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/17/2020
102823,1021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/02/2020
37714,359,Hotel AU,Recife (PE),4,312.83,1251.32,11/28/2019
7330,70,Hotel BD,Natal (RN),2,242.88,485.76,02/27/2020
120485,1195,Hotel BD,Natal (RN),4,242.88,971.52,01/28/2021
29156,278,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/14/2021
16761,168,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/26/2020
51590,501,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/15/2021
68615,664,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/30/2021
135005,1328,Hotel BD,Natal (RN),1,242.88,242.88,04/30/2020
43560,426,Hotel K,Salvador (BH),2,263.41,526.82,10/17/2019
47865,464,Hotel BD,Natal (RN),2,242.88,485.76,04/02/2020
66684,646,Hotel BP,Brasilia (DF),4,247.62,990.48,06/30/2022
50045,488,Hotel BP,Brasilia (DF),4,247.62,990.48,06/25/2020
14426,145,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/13/2021
42155,411,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/28/2019
83137,812,Hotel BP,Brasilia (DF),1,247.62,247.62,10/24/2019
85534,842,Hotel BD,Natal (RN),3,242.88,728.64,10/10/2019
133137,1312,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/07/2019
92860,915,Hotel BD,Natal (RN),2,242.88,485.76,11/24/2022
15005,149,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/01/2021
21120,207,Hotel BP,Brasilia (DF),1,247.62,247.62,03/11/2021
59153,574,Hotel K,Salvador (BH),2,263.41,526.82,01/20/2022
131983,1299,Hotel AU,Recife (PE),2,312.83,625.66,10/15/2020
24625,240,Hotel Z,Aracaju (SE),4,208.04,832.16,03/05/2020
107913,1070,Hotel AU,Recife (PE),1,312.83,312.83,12/23/2021
25512,246,Hotel Z,Aracaju (SE),2,208.04,416.08,07/23/2020
101414,1005,Hotel K,Salvador (BH),4,263.41,1053.64,02/03/2022
128216,1263,Hotel BP,Brasilia (DF),3,247.62,742.86,08/12/2021
128338,1265,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/03/2019
3805,39,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/13/2020
99750,990,Hotel AU,Recife (PE),4,312.83,1251.32,02/18/2021
33622,323,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/02/2020
48434,474,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/04/2021
48882,479,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/10/2020
91124,898,Hotel K,Salvador (BH),4,263.41,1053.64,03/23/2023
84012,824,Hotel BP,Brasilia (DF),1,247.62,247.62,04/09/2020
58209,567,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/17/2021
66874,650,Hotel Z,Aracaju (SE),1,208.04,208.04,12/26/2019
103869,1029,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/02/2022
97917,969,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/11/2020
129503,1276,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/31/2019
52260,507,Hotel A,Florianopolis (SC),3,313.02,939.06,04/30/2020
39003,375,Hotel BP,Brasilia (DF),3,247.62,742.86,10/10/2019
17255,173,Hotel A,Florianopolis (SC),1,313.02,313.02,01/30/2020
122450,1214,Hotel BP,Brasilia (DF),1,247.62,247.62,05/07/2020
131128,1290,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/23/2020
116816,1157,Hotel AU,Recife (PE),3,312.83,938.49,01/07/2021
25049,242,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/13/2022
100810,1002,Hotel AU,Recife (PE),3,312.83,938.49,02/04/2021
125358,1237,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/31/2019
21238,208,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/20/2021
118935,1178,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/27/2021
101008,1003,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/09/2021
89471,882,Hotel K,Salvador (BH),3,263.41,790.23,01/06/2022
26947,260,Hotel A,Florianopolis (SC),3,313.02,939.06,10/10/2019
132809,1309,Hotel Z,Aracaju (SE),4,208.04,832.16,01/16/2020
87635,865,Hotel AU,Recife (PE),2,312.83,625.66,11/19/2020
47248,459,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/26/2019
128540,1268,Hotel BP,Brasilia (DF),2,247.62,495.24,01/30/2020
73426,712,Hotel A,Florianopolis (SC),1,313.02,313.02,03/11/2021
6288,62,Hotel K,Salvador (BH),1,263.41,263.41,01/14/2021
42170,411,Hotel BD,Natal (RN),2,242.88,485.76,03/12/2020
121659,1205,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/09/2022
82431,802,Hotel Z,Aracaju (SE),3,208.04,624.12,11/12/2020
85514,840,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/27/2020
36254,346,Hotel A,Florianopolis (SC),3,313.02,939.06,01/23/2020
48279,472,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/26/2019
112388,1113,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/19/2020
18523,183,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/04/2020
109996,1090,Hotel AU,Recife (PE),2,312.83,625.66,03/19/2020
110219,1091,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/25/2022
65430,635,Hotel Z,Aracaju (SE),1,208.04,208.04,09/09/2021
84299,828,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/26/2019
24988,242,Hotel Z,Aracaju (SE),3,208.04,624.12,08/12/2021
120554,1196,Hotel BD,Natal (RN),2,242.88,485.76,04/16/2020
16538,164,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/13/2020
39754,384,Hotel BD,Natal (RN),4,242.88,971.52,03/18/2021
106615,1058,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/07/2021
46460,452,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/24/2020
82647,807,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/10/2019
25673,247,Hotel Z,Aracaju (SE),2,208.04,416.08,11/11/2021
68412,662,Hotel BP,Brasilia (DF),2,247.62,495.24,06/23/2022
48649,478,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/09/2020
2660,23,Hotel AU,Recife (PE),4,312.83,1251.32,04/09/2020
25122,243,Hotel A,Florianopolis (SC),2,313.02,626.04,01/07/2021
70789,685,Hotel BP,Brasilia (DF),1,247.62,247.62,07/01/2021
120144,1191,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/14/2022
100062,993,Hotel Z,Aracaju (SE),4,208.04,832.16,11/12/2020
65930,640,Hotel BD,Natal (RN),3,242.88,728.64,07/07/2022
26010,250,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/10/2020
92117,908,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/13/2022
120385,1194,Hotel Z,Aracaju (SE),1,208.04,208.04,04/23/2020
75925,739,Hotel BP,Brasilia (DF),4,247.62,990.48,05/07/2020
57591,561,Hotel BD,Natal (RN),1,242.88,242.88,04/30/2020
88564,875,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/18/2020
115681,1149,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/03/2020
69848,677,Hotel BD,Natal (RN),1,242.88,242.88,10/10/2019
10423,105,Hotel K,Salvador (BH),4,263.41,1053.64,09/02/2021
26166,251,Hotel A,Florianopolis (SC),1,313.02,313.02,10/29/2020
61316,599,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/13/2021
40714,391,Hotel K,Salvador (BH),4,263.41,1053.64,10/21/2021
45027,440,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/28/2020
12451,120,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/02/2021
82234,799,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/31/2020
90970,898,Hotel BP,Brasilia (DF),4,247.62,990.48,04/09/2020
82574,804,Hotel AU,Recife (PE),2,312.83,625.66,08/27/2020
57803,563,Hotel BP,Brasilia (DF),2,247.62,495.24,06/18/2020
19668,192,Hotel BP,Brasilia (DF),1,247.62,247.62,11/28/2019
103189,1024,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/02/2021
9523,95,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/09/2020
86959,858,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/19/2020
48986,480,Hotel AU,Recife (PE),3,312.83,938.49,12/17/2020
14552,146,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/06/2020
62777,612,Hotel K,Salvador (BH),3,263.41,790.23,07/23/2020
77360,752,Hotel BP,Brasilia (DF),2,247.62,495.24,06/18/2020
109361,1083,Hotel BD,Natal (RN),4,242.88,971.52,05/18/2023
111093,1101,Hotel Z,Aracaju (SE),1,208.04,208.04,06/10/2021
38157,366,Hotel AU,Recife (PE),1,312.83,312.83,06/11/2020
40529,390,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/25/2021
80614,784,Hotel BP,Brasilia (DF),1,247.62,247.62,11/14/2019
4437,44,Hotel Z,Aracaju (SE),1,208.04,208.04,07/15/2021
67747,656,Hotel A,Florianopolis (SC),1,313.02,313.02,03/04/2021
11706,115,Hotel BP,Brasilia (DF),4,247.62,990.48,05/07/2020
109842,1089,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/04/2021
28689,274,Hotel AU,Recife (PE),3,312.83,938.49,01/14/2021
114339,1138,Hotel Z,Aracaju (SE),3,208.04,624.12,12/17/2020
82814,808,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/24/2022
17368,174,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/29/2020
116869,1158,Hotel BD,Natal (RN),1,242.88,242.88,04/23/2020
67612,655,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/29/2020
8744,85,Hotel K,Salvador (BH),4,263.41,1053.64,10/10/2019
21448,210,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/14/2020
93627,924,Hotel AU,Recife (PE),4,312.83,1251.32,12/31/2020
33272,321,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/30/2020
41179,398,Hotel K,Salvador (BH),1,263.41,263.41,04/22/2021
74681,725,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/04/2020
100566,1001,Hotel AU,Recife (PE),4,312.83,1251.32,12/05/2019
93931,928,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/23/2020
87048,859,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/25/2020
95706,945,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/13/2021
58510,571,Hotel A,Florianopolis (SC),2,313.02,626.04,09/10/2020
114554,1139,Hotel BD,Natal (RN),4,242.88,971.52,09/30/2021
133266,1313,Hotel BP,Brasilia (DF),1,247.62,247.62,01/09/2020
54488,532,Hotel Z,Aracaju (SE),4,208.04,832.16,11/05/2020
122169,1212,Hotel Z,Aracaju (SE),2,208.04,416.08,07/16/2020
133651,1316,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/15/2021
123451,1222,Hotel K,Salvador (BH),4,263.41,1053.64,04/08/2021
93715,925,Hotel BD,Natal (RN),4,242.88,971.52,09/24/2020
60879,587,Hotel Z,Aracaju (SE),3,208.04,624.12,12/01/2022
68542,664,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/06/2020
32189,308,Hotel K,Salvador (BH),4,263.41,1053.64,12/16/2021
97936,970,Hotel K,Salvador (BH),4,263.41,1053.64,10/17/2019
107043,1062,Hotel BD,Natal (RN),1,242.88,242.88,04/16/2020
111775,1106,Hotel BP,Brasilia (DF),1,247.62,247.62,04/23/2020
48805,478,Hotel AU,Recife (PE),1,312.83,312.83,01/05/2023
59619,578,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/21/2021
100708,1001,Hotel BP,Brasilia (DF),1,247.62,247.62,08/25/2022
111388,1104,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/20/2020
105369,1044,Hotel BD,Natal (RN),1,242.88,242.88,04/02/2020
